prince                                            [1, 2064, 4155]               
enter                                             [4, 45, 112, 183, 261, 472, 747, 816, 961, 1001, 1124, 1341, 1793, 1876, 1942, 2140, 2200, 2275, 2315, 2723, 2844, 3008, 3077, 3154, 3202, 3222, 3318, 3375, 3431, 3461, 3501, 3510, 3535, 3563, 3583, 3788, 4279, 4316, 4355, 4372, 4443, 4457, 4488, 4558, 4577, 4665, 4759, 4907, 5070, 5120, 5291, 5485, 5498, 5589]
l                                                 [4, 22, 45, 58, 76, 112, 185, 189, 217, 256, 325, 333, 499, 544, 607, 712, 744, 749, 816, 875, 887, 961, 982, 1001, 1121, 1124, 1128, 1304, 1341, 1345, 1493, 1503, 1793, 1873, 1942, 1954, 2140, 2168, 2172, 2180, 2187, 2192, 2200, 2208, 2267, 2275, 2315, 2319, 2336, 2409, 2423, 2721, 2802, 2844, 2923, 2985, 3006, 3057, 3069, 3073, 3152, 3154, 3156, 3162, 3164, 3202, 3214, 3222, 3232, 3302, 3318, 3350, 3375, 3377, 3451, 3459, 3533, 3551, 3560, 3563, 3581, 3587, 3679, 3798, 3861, 3867, 3933, 4316, 4441, 4474, 4488, 4538, 4604, 4667, 4695, 4729, 4774, 4786, 4891, 5070, 5074, 5118, 5120, 5293, 5385, 5498, 5508, 5568, 5582, 5587, 5587, 5589, 5660, 5725, 5779, 5796, 5857, 5864, 5892]
h                                                 [4, 45, 58, 112, 139, 183, 217, 256, 419, 472, 734, 744, 747, 816, 887, 958, 961, 1001, 1003, 1121, 1124, 1304, 1341, 1503, 1793, 1793, 1873, 1876, 1940, 1942, 2138, 2192, 2200, 2267, 2275, 2315, 2315, 2319, 2403, 2409, 2413, 2423, 2547, 2721, 2723, 2774, 2802, 2817, 2842, 2842, 2844, 2981, 2983, 3006, 3057, 3059, 3073, 3077, 3152, 3154, 3154, 3202, 3214, 3222, 3302, 3318, 3373, 3375, 3431, 3435, 3435, 3459, 3461, 3483, 3487, 3510, 3533, 3535, 3551, 3560, 3560, 3563, 3581, 3867, 3927, 3933, 4279, 4316, 4333, 4372, 4390, 4419, 4425, 4441, 4488, 4536, 4588, 4695, 4759, 4774, 5070, 5118, 5120, 5289, 5460, 5464, 5468, 5485, 5498, 5568, 5582, 5587, 5589, 5796, 5828]
ber                                               [6, 10, 15, 20, 26, 31, 63, 70, 74, 92, 100, 114, 118, 134, 143, 225, 687, 4761, 4768]
there                                             [6, 37, 66, 197, 674, 822, 1086, 1233, 1378, 1402, 1448, 1470, 1635, 1777, 1906, 2090, 2196, 2218, 2239, 2253, 2257, 2269, 2613, 2661, 2749, 2947, 3065, 3071, 3125, 3170, 3310, 3411, 3457, 3688, 3754, 3850, 3859, 4017, 4199, 4302, 4384, 4386, 4691, 4905, 4915, 4924, 5000, 5092, 5092, 5130, 5210, 5210, 5214, 5214, 5319, 5580, 5777, 5808]
fran                                              [8, 12, 18, 22, 28, 37, 47, 54]
r                                                 [8, 70, 132, 139, 183, 189, 263, 294, 311, 419, 472, 491, 495, 603, 729, 734, 747, 755, 958, 974, 1003, 1126, 1343, 1793, 1876, 1904, 1916, 1925, 1940, 1975, 2138, 2146, 2185, 2216, 2229, 2265, 2271, 2315, 2332, 2372, 2399, 2403, 2413, 2547, 2721, 2723, 2729, 2733, 2741, 2774, 2797, 2817, 2842, 2842, 2918, 2981, 2983, 3059, 3063, 3067, 3077, 3154, 3188, 3224, 3265, 3295, 3350, 3365, 3373, 3375, 3423, 3431, 3435, 3435, 3439, 3461, 3463, 3483, 3487, 3510, 3535, 3560, 3583, 3585, 3675, 3788, 3806, 3927, 4279, 4328, 4333, 4341, 4355, 4372, 4376, 4390, 4419, 4425, 4443, 4455, 4457, 4536, 4540, 4542, 4546, 4558, 4575, 4577, 4588, 4596, 4665, 4675, 4683, 4695, 4699, 4725, 4739, 4759, 4784, 4907, 4913, 5072, 5134, 5180, 5200, 5289, 5295, 5300, 5389, 5404, 5460, 5464, 5468, 5485, 5504, 5570, 5587, 5587, 5587, 5587, 5587, 5607, 5660, 5777, 5804, 5828, 5892]
1                                                 [8, 1509, 2553, 3939, 4283, 4952, 5070]
stand                                             [8, 37, 587, 1175, 1741, 2352, 4179, 4579, 4632, 5379]
long                                              [10, 681, 814, 1513, 1829, 1880, 1952, 2372, 2593, 2615, 2873, 2927, 3194, 3964, 3964, 4093, 4538, 4921, 5052, 5200, 5228]
live                                              [10, 341, 625, 1320, 1513, 2321, 2397, 2981, 3248, 3759, 3905, 3953, 4015, 4797, 5876]
king                                              [10, 114, 156, 261, 263, 309, 319, 370, 405, 419, 442, 538, 550, 553, 982, 1017, 1513, 1587, 1639, 1639, 1850, 1865, 1876, 1878, 1932, 1952, 2035, 2042, 2085, 2096, 2109, 2129, 2138, 2218, 2237, 2245, 2253, 2468, 2545, 2565, 2583, 2629, 2645, 2673, 2673, 2673, 2723, 2725, 2764, 2835, 2842, 3008, 3010, 3052, 3125, 3154, 3154, 3156, 3160, 3182, 3222, 3224, 3244, 3267, 3283, 3289, 3310, 3314, 3320, 3346, 3381, 3427, 3510, 3512, 3533, 3557, 3560, 3642, 3648, 3650, 3784, 4015, 4113, 4125, 4155, 4241, 4279, 4281, 4299, 4308, 4363, 4368, 4374, 4378, 4382, 4386, 4392, 4405, 4411, 4415, 4421, 4441, 4488, 4505, 4507, 4511, 4524, 4538, 4544, 4560, 4569, 4573, 4573, 4579, 4590, 4604, 4610, 4622, 4628, 4640, 4649, 4663, 4695, 4752, 4766, 4770, 4786, 4801, 4811, 4840, 4849, 4891, 4986, 5202, 5277, 5291, 5341, 5399, 5462, 5546, 5554, 5560, 5587, 5591, 5639, 5648, 5658, 5668, 5686, 5711, 5735, 5743, 5748, 5770, 5789, 5818, 5828]
he                                                [16, 88, 160, 162, 166, 311, 446, 538, 540, 579, 654, 656, 770, 889, 895, 912, 932, 984, 1587, 1657, 1773, 1773, 1773, 1773, 1783, 1809, 1819, 1821, 1823, 1827, 1829, 1829, 1835, 1839, 1844, 1846, 1904, 1908, 1979, 2075, 2081, 2112, 2117, 2121, 2168, 2168, 2196, 2245, 2273, 2293, 2299, 2321, 2325, 2336, 2395, 2446, 2448, 2448, 2450, 2452, 2529, 2539, 2553, 2593, 2699, 2727, 2729, 2729, 2731, 2760, 2781, 2791, 2795, 2885, 2973, 3012, 3018, 3194, 3344, 3518, 3565, 3835, 3863, 3865, 3953, 3978, 3978, 3978, 3978, 4017, 4017, 4017, 4055, 4075, 4079, 4093, 4111, 4223, 4231, 4253, 4253, 4304, 4306, 4322, 4364, 4380, 4380, 4388, 4480, 4482, 4528, 4630, 4695, 4703, 4705, 4707, 4711, 4717, 4717, 4789, 4817, 4825, 4831, 4857, 4899, 4903, 5032, 5084, 5084, 5084, 5084, 5084, 5094, 5096, 5100, 5116, 5132, 5170, 5206, 5208, 5210, 5210, 5210, 5214, 5216, 5228, 5230, 5230, 5230, 5232, 5234, 5242, 5249, 5267, 5374, 5416, 5456, 5520, 5526, 5546, 5554, 5572, 5670, 5831]
carefully                                         [18]                          
upon                                              [18, 230, 252, 315, 519, 542, 560, 603, 669, 725, 1177, 1241, 1251, 1537, 1557, 1577, 1577, 1753, 2058, 2285, 2384, 2470, 2553, 2579, 2669, 2973, 3172, 3367, 3441, 3457, 3457, 3523, 3553, 3703, 3738, 3831, 3839, 3955, 4085, 4141, 4169, 4169, 4169, 4511, 4909, 4978, 4986, 5224, 5366, 5404, 5462, 5658, 5835]
'tis                                              [20, 22, 76, 141, 219, 341, 354, 370, 385, 405, 434, 623, 625, 881, 895, 901, 1210, 1693, 1979, 1979, 1979, 1981, 1981, 2086, 2092, 2323, 2397, 2758, 2829, 2836, 2849, 2861, 3192, 3218, 3283, 3316, 3453, 3467, 3489, 3545, 4283, 4351, 4437, 4786, 5026, 5078, 5136, 5184, 5186, 5210, 5506, 5510, 5512, 5514]
now                                               [20, 106, 143, 277, 290, 303, 323, 967, 1208, 1220, 1410, 1795, 1944, 1985, 2001, 2081, 2368, 2425, 2557, 2912, 2929, 2961, 2998, 3065, 3065, 3162, 3267, 3285, 3457, 3489, 3493, 3497, 3525, 3585, 3595, 3598, 3624, 3724, 3865, 3991, 4037, 4039, 4055, 4079, 4079, 4193, 4357, 4374, 4461, 4757, 4835, 5104, 5110, 5149, 5170, 5170, 5234, 5249, 5249, 5249, 5249, 5366, 5686, 5752]
twelve                                            [20, 725, 970]                
this                                              [22, 40, 72, 80, 84, 86, 98, 122, 145, 149, 164, 173, 254, 279, 288, 391, 409, 421, 432, 438, 442, 562, 587, 599, 631, 714, 797, 865, 871, 946, 948, 980, 1030, 1042, 1107, 1179, 1193, 1208, 1287, 1314, 1380, 1404, 1436, 1444, 1464, 1474, 1521, 1521, 1529, 1531, 1533, 1603, 1621, 1635, 1637, 1687, 1743, 1767, 1771, 1777, 1777, 1852, 1867, 1944, 1987, 1989, 1991, 2001, 2009, 2025, 2027, 2046, 2058, 2066, 2079, 2086, 2099, 2099, 2156, 2182, 2237, 2237, 2237, 2237, 2237, 2253, 2321, 2372, 2391, 2397, 2429, 2480, 2488, 2492, 2499, 2543, 2557, 2561, 2565, 2593, 2599, 2611, 2645, 2655, 2659, 2663, 2715, 2727, 2755, 2821, 2827, 2869, 2910, 2921, 2961, 2977, 3026, 3065, 3065, 3123, 3160, 3204, 3216, 3248, 3304, 3316, 3320, 3391, 3401, 3411, 3441, 3457, 3493, 3501, 3520, 3523, 3644, 3703, 3703, 3708, 3724, 3730, 3732, 3740, 3740, 3806, 3841, 3847, 3869, 3871, 3917, 3957, 3986, 3989, 4011, 4035, 4039, 4041, 4077, 4093, 4127, 4177, 4193, 4215, 4217, 4219, 4241, 4257, 4261, 4295, 4310, 4331, 4343, 4384, 4392, 4474, 4513, 4513, 4548, 4579, 4632, 4689, 4727, 4740, 4764, 4764, 4780, 4827, 4835, 4838, 4847, 4887, 4891, 4944, 4954, 4970, 4976, 4988, 4994, 4996, 5038, 5062, 5064, 5064, 5084, 5086, 5090, 5092, 5116, 5132, 5149, 5149, 5170, 5170, 5170, 5242, 5244, 5249, 5279, 5281, 5368, 5381, 5404, 5439, 5476, 5502, 5520, 5528, 5564, 5570, 5591, 5610, 5621, 5637, 5652, 5654, 5711, 5723, 5843, 5845, 5847, 5882]
thanks                                            [22, 288, 1912, 1932, 2214, 3111, 3558]
crosses                                           [22, 68, 132, 189, 189, 489, 544, 601, 712, 875, 881, 993, 1493, 2168, 2180, 2185, 2206, 2229, 2265, 2269, 2315, 2403, 2411, 2981, 3067, 3409, 3435, 3459, 3551, 3829, 3861, 4507, 4536, 4695]
cold                                              [22, 963, 4540, 5514, 5516]   
am                                                [24, 331, 477, 493, 995, 1113, 1148, 1154, 1163, 1398, 1509, 1589, 1906, 2023, 2178, 2214, 2214, 2263, 2305, 2425, 2427, 2472, 2486, 2499, 2589, 2969, 2969, 3395, 3457, 3633, 4652, 4655, 4776, 4793, 4988, 5393, 5487, 5608, 5762, 5785, 5794, 5860]
at                                                [24, 164, 236, 313, 321, 575, 618, 1070, 1121, 1269, 1296, 1384, 1462, 1476, 1533, 1535, 1577, 1583, 1585, 1589, 1611, 1635, 1727, 1773, 1777, 1831, 1930, 1977, 2023, 2119, 2168, 2210, 2253, 2317, 2321, 2338, 2344, 2513, 2587, 2589, 2601, 2611, 2647, 2653, 2669, 2969, 2971, 3065, 3079, 3186, 3411, 3734, 3825, 3852, 3865, 4003, 4003, 4083, 4087, 4087, 4121, 4127, 4143, 4179, 4251, 4376, 4378, 4380, 4398, 4421, 4427, 4431, 4484, 4486, 4520, 4960, 4996, 4996, 4998, 4998, 4998, 5132, 5155, 5249, 5508, 5572, 5843]
heart                                             [24, 411, 470, 799, 1306, 1363, 1611, 1611, 2056, 2505, 2601, 2764, 2859, 3026, 3121, 3121, 3457, 3499, 3667, 3901, 4795, 4844, 5572, 5878]
have                                              [26, 74, 82, 96, 230, 250, 282, 284, 286, 309, 366, 676, 696, 714, 879, 899, 926, 950, 1023, 1326, 1421, 1436, 1509, 1521, 1525, 1525, 1587, 1629, 1707, 1771, 1773, 1797, 1854, 1882, 1884, 1919, 1948, 1997, 1997, 2023, 2092, 2160, 2162, 2178, 2178, 2178, 2218, 2218, 2227, 2237, 2245, 2277, 2279, 2307, 2317, 2393, 2397, 2397, 2417, 2452, 2490, 2511, 2515, 2519, 2521, 2523, 2531, 2541, 2613, 2613, 2627, 2627, 2673, 2699, 2753, 2779, 2869, 2898, 2925, 2927, 2959, 2965, 2969, 2981, 2981, 3004, 3004, 3061, 3065, 3065, 3065, 3069, 3129, 3140, 3160, 3194, 3310, 3316, 3415, 3427, 3455, 3567, 3589, 3600, 3671, 3675, 3728, 3732, 3843, 3881, 3911, 3945, 3989, 3991, 4005, 4007, 4007, 4037, 4077, 4077, 4087, 4091, 4155, 4165, 4195, 4225, 4513, 4881, 4899, 4942, 5090, 5092, 5226, 5249, 5300, 5302, 5306, 5347, 5349, 5351, 5362, 5368, 5395, 5458, 5476, 5572, 5595, 5603, 5648, 5650, 5654, 5674, 5746, 5869]
quiet                                             [26, 1551, 5478]              
guard                                             [26]                          
mouse                                             [29, 3316, 4109, 4111]        
stirring                                          [29]                          
good                                              [31, 47, 56, 70, 197, 333, 354, 468, 483, 491, 493, 499, 595, 797, 799, 1351, 1410, 1523, 1551, 1639, 1856, 1904, 2011, 2142, 2206, 2206, 2218, 2332, 2332, 2380, 2380, 2397, 2411, 2541, 2768, 2806, 2919, 3091, 3164, 3178, 3322, 3363, 3377, 3393, 3401, 3423, 3646, 3907, 3913, 3925, 4123, 4297, 4409, 4449, 4540, 4540, 4540, 4540, 4540, 4544, 4594, 4650, 4695, 5084, 5084, 5104, 5462, 5466, 5487, 5504, 5526, 5526, 5574, 5656, 5739, 5806, 5873]
